customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_total,rfm_label
CLR-06792,270,4,337.96,2,2,2,6,Lost
CLR-06793,398,20,1995.79,1,5,5,11,At Risk
CLR-06794,64,13,1678.52,4,5,5,14,Champions
CLR-06795,17,7,507.16,5,3,2,10,Potential Loyalists
CLR-06796,36,8,801.36,4,4,3,11,Loyal Customers
CLR-06797,324,6,764.12,2,3,3,8,At Risk
CLR-06798,55,2,91.53,4,1,1,6,New Customers
CLR-06799,460,13,1166.89,1,5,4,10,At Risk
CLR-06800,46,5,1088.89,4,3,4,11,Loyal Customers
CLR-06801,160,2,220.11,3,1,1,5,Other
CLR-06802,346,5,309.17,2,3,2,7,Other
CLR-06803,56,9,1123.49,4,4,4,12,Champions
CLR-06804,7,15,1595.0,5,5,5,15,Champions
CLR-06805,61,13,1343.35,4,5,4,13,Champions
CLR-06806,68,5,378.28,4,3,2,9,Potential Loyalists
CLR-06807,151,7,747.71,3,3,3,9,Loyal Customers
CLR-06808,32,8,617.31,4,4,3,11,Loyal Customers
CLR-06809,75,5,394.04,3,3,2,8,Potential Loyalists
CLR-06810,43,2,131.7,4,1,1,6,New Customers
CLR-06811,109,2,295.32,3,1,2,6,Potential Loyalists
CLR-06812,52,14,2033.19,4,5,5,14,Champions
CLR-06814,367,7,731.75,2,3,3,8,At Risk
CLR-06815,15,21,2111.78,5,5,5,15,Champions
CLR-06816,6,16,1712.19,5,5,5,15,Champions
CLR-06818,465,10,1285.61,1,4,4,9,At Risk
CLR-06819,953,1,71.9,1,1,1,3,Lost
CLR-06820,65,2,172.54,4,1,1,6,New Customers
CLR-06821,740,1,102.9,1,1,1,3,Lost
CLR-06822,526,1,40.72,1,1,1,3,Lost
CLR-06823,195,14,1490.69,2,5,5,12,At Risk
CLR-06824,18,7,646.74,5,3,3,11,Loyal Customers
CLR-06825,549,10,1006.04,1,4,4,9,At Risk
CLR-06826,7,24,2498.33,5,5,5,15,Champions
CLR-06828,140,13,1622.71,3,5,5,13,Loyal Customers
CLR-06829,98,1,63.9,3,1,1,5,Other
CLR-06830,34,11,1439.84,4,4,4,12,Champions
CLR-06831,572,2,153.32,1,1,1,3,Lost
CLR-06832,156,14,1682.6,3,5,5,13,Loyal Customers
CLR-06833,156,4,558.44,3,2,3,8,Potential Loyalists
CLR-06834,448,9,822.55,1,4,3,8,At Risk
CLR-06835,99,9,925.5,3,4,4,11,Loyal Customers
CLR-06836,344,3,359.76,2,2,2,6,Lost
CLR-06837,202,6,514.16,2,3,2,7,Other
CLR-06838,51,2,104.02,4,1,1,6,New Customers
CLR-06839,81,7,1402.02,3,3,4,10,Loyal Customers
CLR-06840,9,11,1275.94,5,4,4,13,Champions
CLR-06841,56,7,1139.18,4,3,4,11,Loyal Customers
CLR-06842,38,17,1989.72,4,5,5,14,Champions
CLR-06843,58,9,785.8,4,4,3,11,Loyal Customers
CLR-06844,35,16,2254.62,4,5,5,14,Champions
CLR-06845,4,1,403.8,5,1,2,8,New Customers
CLR-06846,21,11,985.5,5,4,4,13,Champions
CLR-06847,160,10,980.13,3,4,4,11,Loyal Customers
CLR-06848,169,8,1208.27,2,4,4,10,At Risk
CLR-06849,88,6,658.94,3,3,3,9,Loyal Customers
CLR-06850,365,2,298.1,2,1,2,5,Lost
CLR-06851,471,8,1047.61,1,4,4,9,At Risk
CLR-06852,45,7,1241.93,4,3,4,11,Loyal Customers
CLR-06853,13,1,242.7,5,1,1,7,New Customers
CLR-06854,520,2,218.8,1,1,1,3,Lost
CLR-06855,554,6,623.89,1,3,3,7,At Risk
CLR-06856,70,5,584.05,4,3,3,10,Loyal Customers
CLR-06857,215,2,246.22,2,1,1,4,Lost
CLR-06858,906,3,240.46,1,2,1,4,Lost
CLR-06859,0,6,594.96,5,3,3,11,Loyal Customers
CLR-06860,446,3,257.72,1,2,2,5,Lost
CLR-06861,225,7,822.05,2,3,3,8,At Risk
CLR-06862,507,1,42.32,1,1,1,3,Lost
CLR-06863,240,9,1589.14,2,4,5,11,At Risk
CLR-06864,7,17,1951.0,5,5,5,15,Champions
CLR-06865,393,7,792.25,1,3,3,7,At Risk
CLR-06866,476,5,550.21,1,3,3,7,At Risk
CLR-06867,59,6,845.36,4,3,3,10,Loyal Customers
CLR-06868,25,13,1530.92,5,5,5,15,Champions
CLR-06869,65,8,503.17,4,4,2,10,Potential Loyalists
CLR-06870,36,4,572.75,4,2,3,9,New Customers
CLR-06871,27,6,764.19,5,3,3,11,Loyal Customers
CLR-06872,18,1,80.9,5,1,1,7,New Customers
CLR-06873,165,5,591.0,2,3,3,8,At Risk
CLR-06874,274,26,2743.89,2,5,5,12,At Risk
CLR-06875,9,18,1830.43,5,5,5,15,Champions
CLR-06876,36,12,1244.59,4,4,4,12,Champions
CLR-06877,467,2,112.52,1,1,1,3,Lost
CLR-06878,456,2,305.82,1,1,2,4,Lost
CLR-06879,23,8,614.75,5,4,3,12,Loyal Customers
CLR-06880,23,2,97.55,5,1,1,7,New Customers
CLR-06881,17,21,2531.77,5,5,5,15,Champions
CLR-06882,233,7,843.06,2,3,3,8,At Risk
CLR-06883,436,8,625.68,1,4,3,8,At Risk
CLR-06884,615,12,1927.92,1,4,5,10,At Risk
CLR-06885,353,2,268.09,2,1,2,5,Lost
CLR-06886,103,13,1314.19,3,5,4,12,Loyal Customers
CLR-06887,182,2,298.14,2,1,2,5,Lost
CLR-06888,102,5,373.74,3,3,2,8,Potential Loyalists
CLR-06889,4,5,642.35,5,3,3,11,Loyal Customers
CLR-06890,11,23,2750.77,5,5,5,15,Champions
CLR-06891,40,7,989.6,4,3,4,11,Loyal Customers
CLR-06892,31,7,1031.65,4,3,4,11,Loyal Customers
CLR-06893,700,1,130.43,1,1,1,3,Lost
CLR-06894,543,7,1181.54,1,3,4,8,At Risk
CLR-06895,83,2,206.22,3,1,1,5,Other
CLR-06896,26,3,250.44,5,2,2,9,New Customers
CLR-06897,62,8,795.64,4,4,3,11,Loyal Customers
CLR-06898,57,10,1208.94,4,4,4,12,Champions
CLR-06899,3,1,70.9,5,1,1,7,New Customers
CLR-06900,152,5,690.88,3,3,3,9,Loyal Customers
CLR-06901,42,8,872.06,4,4,3,11,Loyal Customers
CLR-06902,362,2,139.87,2,1,1,4,Lost
CLR-06903,141,5,540.48,3,3,3,9,Loyal Customers
CLR-06904,116,4,726.46,3,2,3,8,Potential Loyalists
CLR-06905,228,6,1137.59,2,3,4,9,At Risk
CLR-06906,299,7,549.15,2,3,3,8,At Risk
CLR-06907,36,12,1584.7,4,4,5,13,Champions
CLR-06908,17,17,2172.35,5,5,5,15,Champions
CLR-06909,94,2,198.8,3,1,1,5,Other
CLR-06910,18,8,1261.6,5,4,4,13,Champions
CLR-06912,544,4,271.81,1,2,2,5,Lost
CLR-06913,27,7,619.17,5,3,3,11,Loyal Customers
CLR-06914,847,2,195.72,1,1,1,3,Lost
CLR-06915,571,1,52.72,1,1,1,3,Lost
CLR-06916,119,14,1409.12,3,5,4,12,Loyal Customers
CLR-06917,140,15,1912.57,3,5,5,13,Loyal Customers
CLR-06918,193,3,408.3,2,2,2,6,Lost
CLR-06919,138,4,575.3,3,2,3,8,Potential Loyalists
CLR-06920,49,11,1048.18,4,4,4,12,Champions
CLR-06921,19,3,444.15,5,2,2,9,New Customers
CLR-06922,58,2,315.63,4,1,2,7,New Customers
CLR-06923,251,6,802.29,2,3,3,8,At Risk
CLR-06924,21,9,727.72,5,4,3,12,Loyal Customers
CLR-06925,639,16,1711.89,1,5,5,11,At Risk
CLR-06926,34,7,711.26,4,3,3,10,Loyal Customers
CLR-06927,611,1,136.9,1,1,1,3,Lost
CLR-06928,64,1,163.9,4,1,1,6,New Customers
CLR-06929,439,1,55.12,1,1,1,3,Lost
CLR-06930,100,1,100.9,3,1,1,5,Other
CLR-06931,112,5,515.81,3,3,2,8,Potential Loyalists
CLR-06932,473,5,710.53,1,3,3,7,At Risk
CLR-06933,43,7,1147.26,4,3,4,11,Loyal Customers
CLR-06934,568,4,587.25,1,2,3,6,Lost
CLR-06935,248,8,1606.86,2,4,5,11,At Risk
CLR-06936,177,10,1152.44,2,4,4,10,At Risk
CLR-06937,5,27,2926.94,5,5,5,15,Champions
CLR-06938,36,6,764.5,4,3,3,10,Loyal Customers
CLR-06939,585,2,93.63,1,1,1,3,Lost
CLR-06940,159,5,976.68,3,3,4,10,Loyal Customers
CLR-06941,188,9,1100.89,2,4,4,10,At Risk
CLR-06942,85,16,1410.22,3,5,4,12,Loyal Customers
CLR-06943,164,13,1367.56,2,5,4,11,At Risk
CLR-06944,206,7,850.01,2,3,3,8,At Risk
CLR-06945,141,8,1053.55,3,4,4,11,Loyal Customers
CLR-06946,962,2,573.64,1,1,3,5,Lost
CLR-06947,453,1,299.8,1,1,2,4,Lost
CLR-06948,53,12,1489.07,4,4,5,13,Champions
CLR-06949,42,12,1485.75,4,4,5,13,Champions
CLR-06950,432,1,136.9,1,1,1,3,Lost
CLR-06952,30,9,704.52,4,4,3,11,Loyal Customers
CLR-06953,25,10,1833.79,5,4,5,14,Champions
CLR-06954,379,14,1712.85,2,5,5,12,At Risk
CLR-06955,394,7,469.35,1,3,2,6,Other
CLR-06956,109,12,1962.24,3,4,5,12,Loyal Customers
CLR-06957,37,25,2547.39,4,5,5,14,Champions
CLR-06958,410,14,1695.51,1,5,5,11,At Risk
CLR-06959,502,11,956.64,1,4,4,9,At Risk
CLR-06960,75,7,688.56,3,3,3,9,Loyal Customers
CLR-06961,286,7,803.31,2,3,3,8,At Risk
CLR-06962,55,18,2297.49,4,5,5,14,Champions
CLR-06963,302,24,2489.74,2,5,5,12,At Risk
CLR-06964,17,8,1141.09,5,4,4,13,Champions
CLR-06965,7,14,1487.18,5,5,5,15,Champions
CLR-06966,87,19,1848.75,3,5,5,13,Loyal Customers
CLR-06967,459,7,662.38,1,3,3,7,At Risk
CLR-06968,161,18,2413.82,3,5,5,13,Loyal Customers
CLR-06969,167,1,19.12,2,1,1,4,Lost
CLR-06970,711,1,534.42,1,1,3,5,Lost
CLR-06971,60,7,1469.03,4,3,4,11,Loyal Customers
CLR-06972,34,2,104.05,4,1,1,6,New Customers
CLR-06973,219,9,1010.66,2,4,4,10,At Risk
CLR-06974,105,17,1446.78,3,5,4,12,Loyal Customers
CLR-06975,10,21,2490.98,5,5,5,15,Champions
CLR-06976,62,2,190.8,4,1,1,6,New Customers
CLR-06977,424,4,490.72,1,2,2,5,Lost
CLR-06978,40,10,1415.36,4,4,4,12,Champions
CLR-06979,105,4,618.15,3,2,3,8,Potential Loyalists
CLR-06980,80,6,816.52,3,3,3,9,Loyal Customers
CLR-06981,3,1,53.52,5,1,1,7,New Customers
CLR-06982,74,3,357.52,3,2,2,7,Potential Loyalists
CLR-06983,23,7,1122.04,5,3,4,12,Loyal Customers
CLR-06984,304,9,688.64,2,4,3,9,At Risk
CLR-06985,58,3,388.15,4,2,2,8,New Customers
CLR-06986,53,5,1059.4,4,3,4,11,Loyal Customers
CLR-06988,47,4,260.5,4,2,2,8,New Customers
CLR-06989,79,7,549.1,3,3,3,9,Loyal Customers
CLR-06990,268,5,401.08,2,3,2,7,Other
CLR-06991,51,2,205.84,4,1,1,6,New Customers
CLR-06992,439,7,920.25,1,3,4,8,At Risk
CLR-06993,54,3,219.93,4,2,1,7,New Customers
CLR-06994,719,4,400.6,1,2,2,5,Lost
CLR-06995,138,1,31.92,3,1,1,5,Other
CLR-06996,12,1,255.8,5,1,2,8,New Customers
CLR-06997,83,1,150.9,3,1,1,5,Other
CLR-06998,113,2,274.71,3,1,2,6,Potential Loyalists
CLR-06999,160,9,956.63,3,4,4,11,Loyal Customers
CLR-07000,34,11,1080.85,4,4,4,12,Champions
CLR-07001,436,13,1501.71,1,5,5,11,At Risk
CLR-07002,477,11,1155.99,1,4,4,9,At Risk
CLR-07003,44,13,1885.22,4,5,5,14,Champions
CLR-07004,110,8,1095.17,3,4,4,11,Loyal Customers
CLR-07005,121,2,232.8,3,1,1,5,Other
CLR-07006,87,16,1997.17,3,5,5,13,Loyal Customers
CLR-07007,37,13,2078.02,4,5,5,14,Champions
CLR-07008,13,6,949.24,5,3,4,12,Loyal Customers
CLR-07009,52,10,934.03,4,4,4,12,Champions
CLR-07010,254,10,1176.74,2,4,4,10,At Risk
CLR-07011,832,3,187.92,1,2,1,4,Lost
CLR-07012,75,2,172.8,3,1,1,5,Other
CLR-07013,42,5,414.12,4,3,2,9,Potential Loyalists
CLR-07014,4,17,2027.82,5,5,5,15,Champions
CLR-07015,577,3,490.33,1,2,2,5,Lost
CLR-07016,14,11,1136.65,5,4,4,13,Champions
CLR-07017,35,13,1218.54,4,5,4,13,Champions
CLR-07018,40,4,655.72,4,2,3,9,New Customers
CLR-07019,96,6,898.74,3,3,3,9,Loyal Customers
CLR-07020,549,9,1051.05,1,4,4,9,At Risk
CLR-07021,552,3,955.37,1,2,4,7,Lost
CLR-07022,51,3,381.77,4,2,2,8,New Customers
CLR-07023,13,18,2100.16,5,5,5,15,Champions
CLR-07024,153,5,617.85,3,3,3,9,Loyal Customers
CLR-07025,250,4,776.37,2,2,3,7,Lost
CLR-07026,166,8,732.27,2,4,3,9,At Risk
CLR-07027,50,1,51.03,4,1,1,6,New Customers
CLR-07028,41,15,1585.23,4,5,5,14,Champions
CLR-07029,543,2,177.96,1,1,1,3,Lost
CLR-07030,41,5,299.77,4,3,2,9,Potential Loyalists
CLR-07031,18,1,176.31,5,1,1,7,New Customers
CLR-07032,374,12,1361.72,2,4,4,10,At Risk
CLR-07033,113,11,1090.29,3,4,4,11,Loyal Customers
CLR-07034,503,1,107.86,1,1,1,3,Lost
CLR-07035,127,7,725.08,3,3,3,9,Loyal Customers
CLR-07036,105,7,830.45,3,3,3,9,Loyal Customers
CLR-07037,270,4,397.67,2,2,2,6,Lost
CLR-07039,160,2,132.06,3,1,1,5,Other
CLR-07040,171,4,531.86,2,2,3,7,Lost
CLR-07041,206,4,390.42,2,2,2,6,Lost
CLR-07042,116,8,907.25,3,4,4,11,Loyal Customers
CLR-07043,77,1,297.9,3,1,2,6,Potential Loyalists
CLR-07044,81,8,996.05,3,4,4,11,Loyal Customers
CLR-07045,54,7,983.93,4,3,4,11,Loyal Customers
CLR-07046,10,1,107.8,5,1,1,7,New Customers
CLR-07047,116,10,1218.57,3,4,4,11,Loyal Customers
CLR-07048,63,14,1558.45,4,5,5,14,Champions
CLR-07049,578,4,328.5,1,2,2,5,Lost
CLR-07050,386,15,1467.21,1,5,4,10,At Risk
CLR-07051,367,2,239.7,2,1,1,4,Lost
CLR-07052,407,6,606.99,1,3,3,7,At Risk
CLR-07053,10,8,1101.35,5,4,4,13,Champions
CLR-07054,5,14,1760.09,5,5,5,15,Champions
CLR-07055,45,19,2069.02,4,5,5,14,Champions
CLR-07056,175,9,985.08,2,4,4,10,At Risk
CLR-07057,181,4,461.81,2,2,2,6,Lost
CLR-07058,49,7,877.86,4,3,3,10,Loyal Customers
CLR-07059,155,1,70.9,3,1,1,5,Other
CLR-07060,20,17,1597.45,5,5,5,15,Champions
CLR-07061,157,2,238.32,3,1,1,5,Other
CLR-07062,247,1,74.9,2,1,1,4,Lost
CLR-07063,83,21,2537.74,3,5,5,13,Loyal Customers
CLR-07064,403,2,220.12,1,1,1,3,Lost
CLR-07066,46,9,1033.25,4,4,4,12,Champions
CLR-07067,59,4,500.12,4,2,2,8,New Customers
CLR-07068,480,14,1241.81,1,5,4,10,At Risk
CLR-07069,156,9,667.76,3,4,3,10,Loyal Customers
CLR-07070,390,5,473.65,1,3,2,6,Other
CLR-07071,73,15,1497.39,3,5,5,13,Loyal Customers
CLR-07072,206,20,1845.43,2,5,5,12,At Risk
CLR-07073,420,2,176.43,1,1,1,3,Lost
CLR-07074,745,2,233.6,1,1,1,3,Lost
CLR-07075,41,2,153.72,4,1,1,6,New Customers
CLR-07076,68,4,469.08,4,2,2,8,New Customers
CLR-07077,229,4,440.71,2,2,2,6,Lost
CLR-07078,136,10,1164.75,3,4,4,11,Loyal Customers
CLR-07079,7,34,3849.53,5,5,5,15,Champions
CLR-07080,441,3,969.76,1,2,4,7,Lost
CLR-07081,39,17,1712.5,4,5,5,14,Champions
CLR-07082,189,3,214.82,2,2,1,5,Lost
CLR-07083,511,2,107.52,1,1,1,3,Lost
CLR-07084,78,15,2199.74,3,5,5,13,Loyal Customers
CLR-07085,65,9,1228.25,4,4,4,12,Champions
CLR-07086,38,35,4782.23,4,5,5,14,Champions
CLR-07087,65,7,975.22,4,3,4,11,Loyal Customers
CLR-07088,13,11,1765.85,5,4,5,14,Champions
CLR-07089,3,1,168.9,5,1,1,7,New Customers
CLR-07090,4,10,1173.02,5,4,4,13,Champions
CLR-07091,59,8,1041.18,4,4,4,12,Champions
CLR-07092,555,5,393.72,1,3,2,6,Other
CLR-07093,117,17,2368.36,3,5,5,13,Loyal Customers
CLR-07094,512,1,102.24,1,1,1,3,Lost
CLR-07095,449,7,741.31,1,3,3,7,At Risk
CLR-07096,721,6,526.96,1,3,2,6,Other
CLR-07097,137,16,1673.88,3,5,5,13,Loyal Customers
CLR-07098,72,5,918.02,3,3,4,10,Loyal Customers
CLR-07099,12,5,1032.64,5,3,4,12,Loyal Customers
CLR-07100,388,12,1727.87,1,4,5,10,At Risk
CLR-07101,132,1,105.32,3,1,1,5,Other
CLR-07102,22,10,1310.61,5,4,4,13,Champions
CLR-07103,38,1,278.85,4,1,2,7,New Customers
CLR-07105,190,7,783.64,2,3,3,8,At Risk
CLR-07106,105,7,1109.45,3,3,4,10,Loyal Customers
CLR-07107,304,5,769.81,2,3,3,8,At Risk
CLR-07108,245,19,1939.06,2,5,5,12,At Risk
CLR-07109,214,5,827.73,2,3,3,8,At Risk
CLR-07110,933,1,45.82,1,1,1,3,Lost
CLR-07111,204,1,113.8,2,1,1,4,Lost
CLR-07112,85,2,153.62,3,1,1,5,Other
CLR-07113,110,5,530.77,3,3,2,8,Potential Loyalists
CLR-07114,209,5,514.41,2,3,2,7,Other
CLR-07115,26,1,78.9,5,1,1,7,New Customers
CLR-07116,710,1,20.9,1,1,1,3,Lost
CLR-07117,172,7,847.72,2,3,3,8,At Risk
CLR-07118,156,9,707.59,3,4,3,10,Loyal Customers
CLR-07119,7,26,3152.18,5,5,5,15,Champions
CLR-07120,218,9,1249.11,2,4,4,10,At Risk
CLR-07121,37,14,1503.35,4,5,5,14,Champions
CLR-07122,88,3,227.12,3,2,1,6,Other
CLR-07123,61,4,385.09,4,2,2,8,New Customers
CLR-07124,31,11,1020.7,4,4,4,12,Champions
CLR-07125,174,3,319.25,2,2,2,6,Lost
CLR-07127,10,18,1720.39,5,5,5,15,Champions
CLR-07128,1,12,1239.75,5,4,4,13,Champions
CLR-07129,72,5,966.37,3,3,4,10,Loyal Customers
CLR-07130,116,14,1869.56,3,5,5,13,Loyal Customers
CLR-07131,6,7,807.52,5,3,3,11,Loyal Customers
CLR-07132,385,5,396.0,1,3,2,6,Other
CLR-07133,32,26,2892.94,4,5,5,14,Champions
CLR-07134,205,3,202.22,2,2,1,5,Lost
CLR-07135,163,13,1273.85,3,5,4,12,Loyal Customers
CLR-07137,17,4,196.06,5,2,1,8,New Customers
CLR-07138,60,7,547.78,4,3,3,10,Loyal Customers
CLR-07139,237,4,433.44,2,2,2,6,Lost
CLR-07140,41,12,1299.66,4,4,4,12,Champions
CLR-07141,162,7,1097.36,3,3,4,10,Loyal Customers
CLR-07142,648,1,37.52,1,1,1,3,Lost
CLR-07143,462,6,373.04,1,3,2,6,Other
CLR-07144,94,5,274.62,3,3,2,8,Potential Loyalists
CLR-07145,35,8,1246.97,4,4,4,12,Champions
CLR-07146,100,4,626.43,3,2,3,8,Potential Loyalists
CLR-07147,28,28,3436.73,5,5,5,15,Champions
CLR-07148,32,1,222.53,4,1,1,6,New Customers
CLR-07149,6,12,1169.52,5,4,4,13,Champions
CLR-07150,77,3,269.93,3,2,2,7,Potential Loyalists
CLR-07151,95,2,239.52,3,1,1,5,Other
CLR-07152,179,23,2658.17,2,5,5,12,At Risk
CLR-07153,279,13,1112.39,2,5,4,11,At Risk
CLR-07154,456,4,426.48,1,2,2,5,Lost
CLR-07155,45,8,540.69,4,4,3,11,Loyal Customers
CLR-07156,558,4,479.2,1,2,2,5,Lost
CLR-07157,114,8,862.81,3,4,3,10,Loyal Customers
CLR-07158,336,8,470.27,2,4,2,8,Other
CLR-07159,12,19,2320.03,5,5,5,15,Champions
CLR-07160,766,1,66.51,1,1,1,3,Lost
CLR-07161,70,1,157.41,4,1,1,6,New Customers
CLR-07162,261,4,442.73,2,2,2,6,Lost
CLR-07163,1,6,421.73,5,3,2,10,Potential Loyalists
CLR-07164,194,5,503.36,2,3,2,7,Other
CLR-07165,49,4,518.53,4,2,2,8,New Customers
CLR-07167,79,9,839.48,3,4,3,10,Loyal Customers
CLR-07169,402,1,95.92,1,1,1,3,Lost
CLR-07171,122,1,197.8,3,1,1,5,Other
CLR-07172,353,2,513.78,2,1,2,5,Lost
CLR-07174,536,6,668.29,1,3,3,7,At Risk
CLR-07175,821,1,269.8,1,1,2,4,Lost
CLR-07176,143,12,1512.17,3,4,5,12,Loyal Customers
CLR-07177,10,6,774.57,5,3,3,11,Loyal Customers
CLR-07178,538,9,1050.47,1,4,4,9,At Risk
CLR-07179,47,15,2221.46,4,5,5,14,Champions
CLR-07180,856,1,88.72,1,1,1,3,Lost
CLR-07181,38,18,2161.25,4,5,5,14,Champions
CLR-07182,53,4,554.97,4,2,3,9,New Customers
CLR-07183,658,2,224.92,1,1,1,3,Lost
CLR-07184,429,6,936.74,1,3,4,8,At Risk
CLR-07185,571,7,464.99,1,3,2,6,Other
CLR-07186,65,15,1682.66,4,5,5,14,Champions
CLR-07188,254,4,329.6,2,2,2,6,Lost
CLR-07189,170,5,418.24,2,3,2,7,Other
CLR-07190,93,4,421.56,3,2,2,7,Potential Loyalists
CLR-07191,525,2,293.7,1,1,2,4,Lost
CLR-07192,566,12,1556.69,1,4,5,10,At Risk
CLR-07193,752,1,71.8,1,1,1,3,Lost
CLR-07194,35,1,254.66,4,1,2,7,New Customers
CLR-07195,143,4,285.94,3,2,2,7,Potential Loyalists
CLR-07196,127,10,911.18,3,4,4,11,Loyal Customers
CLR-07197,39,2,92.96,4,1,1,6,New Customers
CLR-07198,271,8,901.13,2,4,3,9,At Risk
CLR-07199,27,26,3199.86,5,5,5,15,Champions
CLR-07200,24,19,2005.41,5,5,5,15,Champions
CLR-07201,215,2,361.43,2,1,2,5,Lost
CLR-07202,61,15,1633.79,4,5,5,14,Champions
CLR-07204,308,7,1073.65,2,3,4,9,At Risk
CLR-07205,259,7,1051.12,2,3,4,9,At Risk
CLR-07206,18,16,2024.2,5,5,5,15,Champions
CLR-07207,15,8,1005.9,5,4,4,13,Champions
CLR-07208,11,7,514.4,5,3,2,10,Potential Loyalists
CLR-07209,38,13,936.4,4,5,4,13,Champions
CLR-07211,2,11,1017.48,5,4,4,13,Champions
CLR-07212,549,3,304.74,1,2,2,5,Lost
CLR-07213,558,7,612.91,1,3,3,7,At Risk
CLR-07214,31,13,1537.05,4,5,5,14,Champions
CLR-07215,40,2,328.23,4,1,2,7,New Customers
CLR-07216,249,1,473.7,2,1,2,5,Lost
CLR-07217,32,20,2366.16,4,5,5,14,Champions
CLR-07218,465,6,364.13,1,3,2,6,Other
CLR-07219,169,4,1168.78,2,2,4,8,Lost
CLR-07220,106,18,1608.7,3,5,5,13,Loyal Customers
CLR-07221,50,2,77.82,4,1,1,6,New Customers
CLR-07222,431,15,1789.88,1,5,5,11,At Risk
CLR-07223,268,16,1391.63,2,5,4,11,At Risk
CLR-07224,73,9,1269.73,3,4,4,11,Loyal Customers
CLR-07225,71,7,753.6,3,3,3,9,Loyal Customers
CLR-07226,83,23,3043.59,3,5,5,13,Loyal Customers
CLR-07227,34,7,640.81,4,3,3,10,Loyal Customers
CLR-07228,58,21,1914.41,4,5,5,14,Champions
CLR-07229,120,9,885.78,3,4,3,10,Loyal Customers
CLR-07230,415,4,348.81,1,2,2,5,Lost
CLR-07231,278,11,1039.87,2,4,4,10,At Risk
CLR-07232,84,6,511.67,3,3,2,8,Potential Loyalists
CLR-07233,163,9,790.92,3,4,3,10,Loyal Customers
CLR-07234,51,9,658.08,4,4,3,11,Loyal Customers
CLR-07235,40,4,441.9,4,2,2,8,New Customers
CLR-07237,34,2,383.68,4,1,2,7,New Customers
CLR-07238,18,1,81.52,5,1,1,7,New Customers
CLR-07239,503,4,406.99,1,2,2,5,Lost
CLR-07240,510,2,442.48,1,1,2,4,Lost
CLR-07241,666,2,216.96,1,1,1,3,Lost
CLR-07242,31,2,278.8,4,1,2,7,New Customers
CLR-07243,35,6,910.87,4,3,4,11,Loyal Customers
CLR-07244,42,16,1734.6,4,5,5,14,Champions
CLR-07246,133,2,190.29,3,1,1,5,Other
CLR-07247,12,8,996.65,5,4,4,13,Champions
CLR-07249,218,9,1237.41,2,4,4,10,At Risk
CLR-07250,99,11,1278.12,3,4,4,11,Loyal Customers
CLR-07251,49,7,786.1,4,3,3,10,Loyal Customers
CLR-07252,40,2,436.48,4,1,2,7,New Customers
CLR-07253,127,11,1445.2,3,4,4,11,Loyal Customers
CLR-07254,54,1,85.41,4,1,1,6,New Customers
CLR-07255,55,6,757.17,4,3,3,10,Loyal Customers
CLR-07256,97,2,70.52,3,1,1,5,Other
CLR-07257,196,6,821.4,2,3,3,8,At Risk
CLR-07258,27,9,707.34,5,4,3,12,Loyal Customers
CLR-07259,493,4,407.49,1,2,2,5,Lost
CLR-07260,102,9,718.09,3,4,3,10,Loyal Customers
CLR-07261,182,11,835.34,2,4,3,9,At Risk
CLR-07262,453,19,2140.38,1,5,5,11,At Risk
CLR-07263,184,10,1093.32,2,4,4,10,At Risk
CLR-07264,154,1,239.7,3,1,1,5,Other
CLR-07265,46,5,629.48,4,3,3,10,Loyal Customers
CLR-07266,19,2,261.8,5,1,2,8,New Customers
CLR-07267,31,11,1514.04,4,4,5,13,Champions
CLR-07268,20,5,793.89,5,3,3,11,Loyal Customers
CLR-07269,69,14,1084.1,4,5,4,13,Champions
CLR-07270,83,1,92.61,3,1,1,5,Other
CLR-07271,227,13,1234.21,2,5,4,11,At Risk
CLR-07272,566,1,201.9,1,1,1,3,Lost
CLR-07273,37,26,3227.76,4,5,5,14,Champions
CLR-07274,42,11,1092.94,4,4,4,12,Champions
CLR-07275,3,8,1462.91,5,4,4,13,Champions
CLR-07276,505,3,142.32,1,2,1,4,Lost
CLR-07277,41,12,1252.97,4,4,4,12,Champions
CLR-07278,127,5,892.82,3,3,3,9,Loyal Customers
CLR-07279,9,2,68.82,5,1,1,7,New Customers
CLR-07280,34,6,539.75,4,3,3,10,Loyal Customers
CLR-07281,22,37,4128.33,5,5,5,15,Champions
CLR-07282,521,16,1939.21,1,5,5,11,At Risk
CLR-07283,150,4,293.59,3,2,2,7,Potential Loyalists
CLR-07284,519,4,340.83,1,2,2,5,Lost
CLR-07285,550,5,388.84,1,3,2,6,Other
CLR-07286,536,9,1165.58,1,4,4,9,At Risk
CLR-07287,24,4,413.85,5,2,2,9,New Customers
CLR-07288,49,1,69.62,4,1,1,6,New Customers
CLR-07290,37,11,1610.36,4,4,5,13,Champions
CLR-07291,1,14,1336.37,5,5,4,14,Champions
CLR-07292,10,17,1528.61,5,5,5,15,Champions
CLR-07293,5,2,310.26,5,1,2,8,New Customers
CLR-07294,154,4,351.36,3,2,2,7,Potential Loyalists
CLR-07295,276,4,532.04,2,2,3,7,Lost
CLR-07296,261,7,1080.08,2,3,4,9,At Risk
CLR-07297,149,11,1315.65,3,4,4,11,Loyal Customers
CLR-07298,163,7,807.39,3,3,3,9,Loyal Customers
