customer_id,first_purchase,last_purchase,total_transactions,total_spent,avg_order_value,days_since_last,is_churned
CLR-07186,2022-01-11,2024-10-27,15,1682.66,112.18,65,False
CLR-07188,2022-01-25,2024-04-21,4,329.6,82.4,254,True
CLR-07189,2023-06-26,2024-07-14,5,418.24,83.65,170,False
CLR-07190,2022-02-17,2024-09-29,4,421.56,105.39,93,False
CLR-07191,2022-12-21,2023-07-25,2,293.7,146.85,525,True
CLR-07192,2022-02-08,2023-06-14,12,1556.69,129.72,566,True
CLR-07193,2022-12-10,2022-12-10,1,71.8,71.8,752,True
CLR-07194,2024-11-26,2024-11-26,1,254.66,254.66,35,False
CLR-07195,2022-11-11,2024-08-10,4,285.94,71.48,143,False
CLR-07196,2022-01-12,2024-08-26,10,911.18,91.12,127,False
CLR-07197,2024-06-04,2024-11-22,2,92.96,46.48,39,False
CLR-07198,2022-06-09,2024-04-04,8,901.13,112.64,271,True
CLR-07199,2022-01-11,2024-12-04,26,3199.86,123.07,27,False
CLR-07200,2023-01-15,2024-12-07,19,2005.41,105.55,24,False
CLR-07201,2024-04-13,2024-05-30,2,361.43,180.71,215,True
CLR-07202,2022-01-21,2024-10-31,15,1633.79,108.92,61,False
CLR-07204,2022-01-06,2024-02-27,7,1073.65,153.38,308,True
CLR-07205,2022-02-19,2024-04-16,7,1051.12,150.16,259,True
CLR-07206,2022-01-23,2024-12-13,16,2024.2,126.51,18,False
CLR-07207,2022-04-05,2024-12-16,8,1005.9,125.74,15,False
CLR-07208,2022-09-08,2024-12-20,7,514.4,73.49,11,False
CLR-07209,2022-03-05,2024-11-23,13,936.4,72.03,38,False
CLR-07211,2022-03-06,2024-12-29,11,1017.48,92.5,2,False
CLR-07212,2022-05-07,2023-07-01,3,304.74,101.58,549,True
CLR-07213,2022-09-17,2023-06-22,7,612.91,87.56,558,True
CLR-07214,2022-01-24,2024-11-30,13,1537.05,118.23,31,False
CLR-07215,2024-07-20,2024-11-21,2,328.23,164.12,40,False
CLR-07216,2024-04-26,2024-04-26,1,473.7,473.7,249,True
CLR-07217,2022-01-19,2024-11-29,20,2366.16,118.31,32,False
CLR-07218,2022-04-08,2023-09-23,6,364.13,60.69,465,True
CLR-07219,2023-12-23,2024-07-15,4,1168.78,292.2,169,False
CLR-07220,2022-01-24,2024-09-16,18,1608.7,89.37,106,False
CLR-07221,2023-04-05,2024-11-11,2,77.82,38.91,50,False
CLR-07222,2022-09-01,2023-10-27,15,1789.88,119.33,431,True
CLR-07223,2022-01-23,2024-04-07,16,1391.63,86.98,268,True
CLR-07224,2022-04-04,2024-10-19,9,1269.73,141.08,73,False
CLR-07225,2023-09-08,2024-10-21,7,753.6,107.66,71,False
CLR-07226,2022-01-16,2024-10-09,23,3043.59,132.33,83,False
CLR-07227,2023-11-11,2024-11-27,7,640.81,91.54,34,False
CLR-07228,2022-01-29,2024-11-03,21,1914.41,91.16,58,False
CLR-07229,2022-04-22,2024-09-02,9,885.78,98.42,120,False
CLR-07230,2023-01-17,2023-11-12,4,348.81,87.2,415,True
CLR-07231,2022-04-08,2024-03-28,11,1039.87,94.53,278,True
CLR-07232,2023-03-29,2024-10-08,6,511.67,85.28,84,False
CLR-07233,2022-01-02,2024-07-21,9,790.92,87.88,163,False
CLR-07234,2022-08-22,2024-11-10,9,658.08,73.12,51,False
CLR-07235,2023-11-29,2024-11-21,4,441.9,110.48,40,False
CLR-07237,2024-09-29,2024-11-27,2,383.68,191.84,34,False
CLR-07238,2024-12-13,2024-12-13,1,81.52,81.52,18,False
CLR-07239,2022-10-13,2023-08-16,4,406.99,101.75,503,True
CLR-07240,2023-06-02,2023-08-09,2,442.48,221.24,510,True
CLR-07241,2023-02-26,2023-03-06,2,216.96,108.48,666,True
CLR-07242,2022-12-06,2024-11-30,2,278.8,139.4,31,False
CLR-07243,2022-05-11,2024-11-26,6,910.87,151.81,35,False
CLR-07244,2022-04-09,2024-11-19,16,1734.6,108.41,42,False
CLR-07246,2024-06-21,2024-08-20,2,190.29,95.15,133,False
CLR-07247,2022-07-13,2024-12-19,8,996.65,124.58,12,False
CLR-07249,2022-01-07,2024-05-27,9,1237.41,137.49,218,True
CLR-07250,2022-10-06,2024-09-23,11,1278.12,116.19,99,False
CLR-07251,2024-04-03,2024-11-12,7,786.1,112.3,49,False
CLR-07252,2024-08-05,2024-11-21,2,436.48,218.24,40,False
CLR-07253,2022-01-25,2024-08-26,11,1445.2,131.38,127,False
CLR-07254,2024-11-07,2024-11-07,1,85.41,85.41,54,False
CLR-07255,2023-01-30,2024-11-06,6,757.17,126.2,55,False
CLR-07256,2023-01-12,2024-09-25,2,70.52,35.26,97,False
CLR-07257,2022-10-14,2024-06-18,6,821.4,136.9,196,True
CLR-07258,2022-07-11,2024-12-04,9,707.34,78.59,27,False
CLR-07259,2023-03-01,2023-08-26,4,407.49,101.87,493,True
CLR-07260,2022-05-13,2024-09-20,9,718.09,79.79,102,False
CLR-07261,2022-04-27,2024-07-02,11,835.34,75.94,182,True
CLR-07262,2022-01-07,2023-10-05,19,2140.38,112.65,453,True
CLR-07263,2022-06-24,2024-06-30,10,1093.32,109.33,184,True
CLR-07264,2024-07-30,2024-07-30,1,239.7,239.7,154,False
CLR-07265,2024-07-11,2024-11-15,5,629.48,125.9,46,False
CLR-07266,2024-10-05,2024-12-12,2,261.8,130.9,19,False
CLR-07267,2023-12-20,2024-11-30,11,1514.04,137.64,31,False
CLR-07268,2022-03-26,2024-12-11,5,793.89,158.78,20,False
CLR-07269,2023-03-14,2024-10-23,14,1084.1,77.44,69,False
CLR-07270,2024-10-09,2024-10-09,1,92.61,92.61,83,False
CLR-07271,2022-05-03,2024-05-18,13,1234.21,94.94,227,True
CLR-07272,2023-06-14,2023-06-14,1,201.9,201.9,566,True
CLR-07273,2022-01-30,2024-11-24,26,3227.76,124.14,37,False
CLR-07274,2022-01-18,2024-11-19,11,1092.94,99.36,42,False
CLR-07275,2022-06-05,2024-12-28,8,1462.91,182.86,3,False
CLR-07276,2023-05-30,2023-08-14,3,142.32,47.44,505,True
CLR-07277,2022-01-30,2024-11-20,12,1252.97,104.41,41,False
CLR-07278,2022-10-21,2024-08-26,5,892.82,178.56,127,False
CLR-07279,2024-11-02,2024-12-22,2,68.82,34.41,9,False
CLR-07280,2023-07-06,2024-11-27,6,539.75,89.96,34,False
CLR-07281,2022-02-20,2024-12-09,37,4128.33,111.58,22,False
CLR-07282,2022-01-06,2023-07-29,16,1939.21,121.2,521,True
CLR-07283,2022-04-10,2024-08-03,4,293.59,73.4,150,False
CLR-07284,2023-02-25,2023-07-31,4,340.83,85.21,519,True
CLR-07285,2022-01-04,2023-06-30,5,388.84,77.77,550,True
CLR-07286,2022-07-18,2023-07-14,9,1165.58,129.51,536,True
CLR-07287,2024-06-03,2024-12-07,4,413.85,103.46,24,False
CLR-07288,2024-11-12,2024-11-12,1,69.62,69.62,49,False
CLR-07290,2022-04-14,2024-11-24,11,1610.36,146.4,37,False
CLR-07291,2023-10-12,2024-12-30,14,1336.37,95.46,1,False
CLR-07292,2022-01-09,2024-12-21,17,1528.61,89.92,10,False
CLR-07293,2024-11-18,2024-12-26,2,310.26,155.13,5,False
CLR-07294,2022-04-25,2024-07-30,4,351.36,87.84,154,False
CLR-07295,2023-08-15,2024-03-30,4,532.04,133.01,276,True
CLR-07296,2022-01-01,2024-04-14,7,1080.08,154.3,261,True
CLR-07297,2022-01-07,2024-08-04,11,1315.65,119.6,149,False
CLR-07298,2022-01-21,2024-07-21,7,807.39,115.34,163,False
CLR-07299,2022-02-23,2024-07-26,11,1325.59,120.51,158,False
CLR-07300,2024-04-05,2024-11-29,3,217.77,72.59,32,False
CLR-07301,2024-10-03,2024-10-07,2,187.8,93.9,85,False
CLR-07302,2022-08-15,2024-01-12,5,658.79,131.76,354,True
CLR-07303,2022-05-09,2024-09-07,16,1699.65,106.23,115,False
CLR-07304,2022-02-18,2022-11-21,7,1070.15,152.88,771,True
CLR-07306,2022-02-26,2024-12-01,15,1485.04,99.0,30,False
CLR-07307,2022-01-26,2024-11-09,33,3802.13,115.22,52,False
CLR-07308,2022-02-16,2024-12-03,11,1561.55,141.96,28,False
CLR-07309,2024-01-24,2024-11-15,5,480.31,96.06,46,False
CLR-07310,2022-12-04,2023-10-03,6,779.42,129.9,455,True
CLR-07311,2023-11-30,2024-07-22,2,162.02,81.01,162,False
CLR-07312,2022-01-06,2024-12-23,18,2012.02,111.78,8,False
CLR-07313,2022-08-25,2022-08-25,1,99.92,99.92,859,True
CLR-07314,2023-05-04,2023-12-16,2,246.7,123.35,381,True
CLR-07315,2022-03-04,2024-11-10,2,225.43,112.72,51,False
CLR-07316,2023-05-13,2024-11-20,11,1309.14,119.01,41,False
CLR-07317,2022-07-31,2024-11-26,7,821.26,117.32,35,False
CLR-07318,2022-01-08,2024-05-21,14,1301.89,92.99,224,True
CLR-07320,2022-06-16,2024-08-16,5,626.65,125.33,137,False
CLR-07321,2022-10-02,2023-06-12,4,324.15,81.04,568,True
CLR-07322,2022-03-25,2023-12-01,5,450.99,90.2,396,True
CLR-07323,2022-01-15,2024-06-18,6,748.59,124.76,196,True
CLR-07324,2022-06-13,2023-12-23,8,787.06,98.38,374,True
CLR-07325,2023-06-21,2024-11-11,11,1324.64,120.42,50,False
CLR-07326,2023-02-12,2024-12-08,5,365.58,73.12,23,False
CLR-07327,2023-04-22,2023-04-22,1,72.17,72.17,619,True
CLR-07328,2022-01-29,2024-09-19,14,1792.84,128.06,103,False
CLR-07329,2022-07-16,2022-07-16,1,76.9,76.9,899,True
CLR-07330,2022-02-14,2024-12-11,10,931.65,93.16,20,False
CLR-07331,2022-10-18,2024-07-29,7,657.37,93.91,155,False
CLR-07332,2023-03-25,2023-12-29,5,561.22,112.24,368,True
CLR-07333,2023-05-20,2024-05-09,5,593.12,118.62,236,True
CLR-07334,2022-06-15,2024-08-23,11,1149.16,104.47,130,False
CLR-07335,2022-01-24,2024-11-28,2,148.64,74.32,33,False
CLR-07336,2023-04-27,2023-04-27,1,40.9,40.9,614,True
CLR-07337,2024-11-30,2024-11-30,1,44.73,44.73,31,False
CLR-07338,2022-06-25,2023-11-06,6,570.42,95.07,421,True
CLR-07339,2024-12-17,2024-12-17,1,179.01,179.01,14,False
CLR-07340,2022-01-03,2024-10-18,19,1971.89,103.78,74,False
CLR-07341,2022-01-26,2023-07-27,5,591.73,118.35,523,True
CLR-07343,2022-10-01,2024-05-18,8,962.13,120.27,227,True
CLR-07344,2023-04-09,2024-11-11,9,1062.48,118.05,50,False
CLR-07345,2022-07-06,2024-12-03,29,2590.62,89.33,28,False
CLR-07346,2022-01-07,2024-08-06,16,1828.71,114.29,147,False
CLR-07347,2022-01-13,2024-12-12,25,2553.95,102.16,19,False
CLR-07348,2022-01-03,2024-10-15,25,2683.31,107.33,77,False
CLR-07349,2022-02-24,2024-06-03,17,1999.83,117.64,211,True
CLR-07350,2023-03-08,2024-01-18,4,319.25,79.81,348,True
CLR-07351,2022-04-19,2023-10-14,2,435.7,217.85,444,True
CLR-07352,2022-01-08,2024-08-11,22,2146.2,97.55,142,False
CLR-07353,2023-06-09,2023-06-09,1,47.61,47.61,571,True
CLR-07354,2024-09-16,2024-12-04,5,353.03,70.61,27,False
CLR-07355,2022-02-08,2024-12-27,13,1942.21,149.4,4,False
CLR-07356,2022-03-14,2024-07-06,6,1163.89,193.98,178,False
CLR-07357,2022-01-18,2024-12-25,23,3420.71,148.73,6,False
CLR-07358,2023-11-03,2024-11-04,10,1126.14,112.61,57,False
CLR-07359,2022-11-06,2024-10-11,4,592.75,148.19,81,False
CLR-07360,2022-02-05,2024-12-05,13,1286.35,98.95,26,False
CLR-07361,2022-03-31,2024-10-31,8,1267.78,158.47,61,False
CLR-07362,2022-01-19,2024-08-30,7,986.39,140.91,123,False
CLR-07363,2022-10-21,2024-08-29,9,694.33,77.15,124,False
CLR-07364,2022-03-01,2024-10-20,16,1393.1,87.07,72,False
CLR-07366,2022-04-15,2024-11-16,31,3929.18,126.75,45,False
CLR-07368,2022-04-01,2024-10-24,4,426.36,106.59,68,False
CLR-07369,2023-06-15,2024-11-12,6,1059.07,176.51,49,False
CLR-07370,2024-11-05,2024-11-05,1,60.72,60.72,56,False
CLR-07371,2024-06-15,2024-09-14,3,179.43,59.81,108,False
CLR-07372,2023-10-27,2023-10-27,1,109.9,109.9,431,True
CLR-07373,2022-05-12,2024-09-21,19,2542.15,133.8,101,False
CLR-07374,2024-03-04,2024-12-24,8,725.83,90.73,7,False
CLR-07375,2023-01-29,2024-12-29,3,484.65,161.55,2,False
CLR-07376,2022-03-16,2024-12-31,17,2321.84,136.58,0,False
CLR-07377,2022-01-03,2024-06-24,23,2113.21,91.88,190,True
CLR-07378,2022-02-18,2023-08-11,5,491.05,98.21,508,True
CLR-07379,2022-05-07,2024-09-09,10,1137.53,113.75,113,False
CLR-07380,2022-08-11,2022-08-11,1,62.91,62.91,873,True
CLR-07381,2023-11-18,2024-06-29,7,579.78,82.83,185,True
CLR-07382,2022-04-13,2024-11-25,5,451.39,90.28,36,False
CLR-07383,2022-12-06,2024-12-22,6,721.21,120.2,9,False
CLR-07384,2022-01-17,2024-12-31,8,1510.6,188.82,0,False
CLR-07385,2022-02-23,2024-11-02,9,827.89,91.99,59,False
CLR-07386,2023-09-29,2024-11-16,5,478.21,95.64,45,False
CLR-07387,2022-01-12,2024-07-23,13,1691.61,130.12,161,False
CLR-07388,2024-04-30,2024-07-03,2,208.7,104.35,181,True
CLR-07389,2022-11-13,2024-10-14,7,715.99,102.28,78,False
CLR-07390,2024-07-06,2024-10-22,4,492.06,123.02,70,False
CLR-07391,2024-08-10,2024-08-10,1,86.62,86.62,143,False
CLR-07392,2022-01-28,2024-03-20,6,716.9,119.48,286,True
CLR-07393,2022-01-28,2024-12-07,23,3429.47,149.11,24,False
CLR-07395,2022-01-27,2023-07-26,12,1408.67,117.39,524,True
CLR-07396,2022-02-27,2024-12-22,21,2113.42,100.64,9,False
CLR-07397,2022-03-28,2024-11-06,10,940.04,94.0,55,False
CLR-07398,2022-04-16,2024-11-29,10,1192.03,119.2,32,False
CLR-07399,2022-06-02,2023-12-16,7,1088.09,155.44,381,True
CLR-07400,2024-10-29,2024-10-29,1,133.8,133.8,63,False
CLR-07401,2024-02-06,2024-11-27,6,706.37,117.73,34,False
CLR-07402,2023-12-30,2024-11-25,3,185.81,61.94,36,False
CLR-07403,2022-01-16,2024-10-24,24,2499.2,104.13,68,False
CLR-07404,2022-02-23,2024-12-05,26,4310.15,165.77,26,False
CLR-07405,2022-01-23,2024-11-23,7,1005.52,143.65,38,False
CLR-07406,2022-06-08,2023-03-19,4,404.87,101.22,653,True
CLR-07407,2022-02-16,2022-10-07,6,637.27,106.21,816,True
CLR-07408,2022-11-11,2024-04-26,7,673.32,96.19,249,True
CLR-07409,2023-12-20,2024-11-30,5,693.0,138.6,31,False
CLR-07410,2022-03-31,2024-11-19,17,2401.63,141.27,42,False
CLR-07411,2022-06-03,2024-12-31,2,494.44,247.22,0,False
CLR-07412,2022-01-02,2024-07-19,4,341.25,85.31,165,False
CLR-07414,2022-12-06,2023-11-13,5,353.17,70.63,414,True
CLR-07415,2023-01-23,2024-12-31,28,2420.47,86.45,0,False
CLR-07416,2024-03-27,2024-10-04,4,745.07,186.27,88,False
CLR-07417,2023-12-09,2024-06-20,8,1463.0,182.88,194,True
CLR-07418,2024-11-15,2024-11-15,1,26.9,26.9,46,False
CLR-07419,2022-07-10,2024-11-10,8,1287.07,160.88,51,False
CLR-07420,2022-01-20,2024-09-20,13,1155.64,88.9,102,False
CLR-07421,2022-04-19,2023-10-23,2,147.33,73.67,435,True
CLR-07422,2023-07-11,2024-12-21,7,769.33,109.9,10,False
CLR-07423,2024-03-08,2024-08-17,5,884.86,176.97,136,False
CLR-07424,2024-03-11,2024-10-24,4,331.84,82.96,68,False
CLR-07425,2024-09-21,2024-10-23,2,118.8,59.4,69,False
CLR-07426,2023-06-18,2023-06-18,1,123.04,123.04,562,True
CLR-07427,2022-01-25,2024-09-25,25,2664.87,106.59,97,False
CLR-07428,2022-04-29,2023-10-06,4,338.44,84.61,452,True
CLR-07429,2024-11-17,2024-11-17,1,235.62,235.62,44,False
CLR-07430,2022-01-11,2024-12-16,25,2634.71,105.39,15,False
CLR-07431,2024-03-27,2024-03-27,1,65.9,65.9,279,True
CLR-07432,2024-06-03,2024-06-03,1,75.51,75.51,211,True
CLR-07433,2022-01-24,2023-05-27,5,733.29,146.66,584,True
CLR-07434,2022-11-27,2023-06-11,3,249.55,83.18,569,True
CLR-07435,2022-05-21,2024-08-27,15,1106.63,73.78,126,False
CLR-07436,2022-08-16,2023-01-30,2,51.03,25.52,701,True
CLR-07438,2024-11-30,2024-11-30,1,45.52,45.52,31,False
CLR-07439,2024-04-10,2024-12-11,7,671.29,95.9,20,False
CLR-07440,2022-01-24,2024-10-01,28,2795.76,99.85,91,False
CLR-07441,2022-06-17,2023-06-22,5,557.04,111.41,558,True
CLR-07442,2022-03-28,2024-10-28,9,1072.37,119.15,64,False
CLR-07443,2022-09-28,2022-09-28,1,196.02,196.02,825,True
CLR-07444,2022-03-04,2023-12-15,5,458.8,91.76,382,True
CLR-07445,2022-01-13,2024-12-19,14,1884.93,134.64,12,False
CLR-07446,2022-02-13,2024-10-24,11,1319.56,119.96,68,False
CLR-07447,2022-03-19,2022-03-19,1,178.9,178.9,1018,True
CLR-07448,2022-03-01,2024-12-30,8,1348.45,168.56,1,False
CLR-07449,2024-08-23,2024-12-13,3,662.85,220.95,18,False
CLR-07450,2022-09-29,2024-05-31,12,1051.06,87.59,214,True
CLR-07452,2024-09-30,2024-09-30,1,112.9,112.9,92,False
CLR-07453,2022-03-05,2024-07-26,8,525.83,65.73,158,False
CLR-07454,2022-05-15,2022-12-28,4,515.74,128.94,734,True
CLR-07455,2024-04-22,2024-12-26,4,504.64,126.16,5,False
CLR-07456,2024-11-18,2024-11-18,1,132.86,132.86,43,False
CLR-07457,2022-02-26,2023-07-11,5,423.5,84.7,539,True
CLR-07458,2023-06-20,2023-06-20,1,85.9,85.9,560,True
CLR-07459,2022-06-29,2023-01-07,2,85.27,42.64,724,True
CLR-07460,2024-03-19,2024-09-07,3,349.4,116.47,115,False
CLR-07461,2022-01-18,2023-09-22,15,2364.97,157.66,466,True
CLR-07462,2022-01-11,2024-12-05,6,800.04,133.34,26,False
CLR-07463,2022-11-03,2024-09-25,8,1039.57,129.95,97,False
CLR-07464,2024-11-18,2024-11-18,1,303.9,303.9,43,False
CLR-07465,2022-01-24,2023-06-21,7,532.5,76.07,559,True
CLR-07466,2022-07-28,2024-12-15,6,902.64,150.44,16,False
CLR-07467,2022-01-02,2024-12-12,22,2140.69,97.3,19,False
CLR-07468,2024-04-15,2024-07-12,4,463.62,115.9,172,False
CLR-07469,2022-02-24,2024-03-31,5,381.4,76.28,275,True
CLR-07470,2023-07-26,2023-07-26,1,46.32,46.32,524,True
CLR-07471,2022-06-03,2024-07-24,3,388.05,129.35,160,False
CLR-07472,2024-08-05,2024-08-05,1,132.72,132.72,148,False
CLR-07473,2022-02-20,2022-02-20,1,98.82,98.82,1045,True
CLR-07474,2023-04-27,2024-02-16,2,176.7,88.35,319,True
CLR-07475,2023-11-25,2024-07-10,3,616.15,205.38,174,False
CLR-07476,2022-04-08,2023-06-19,3,434.33,144.78,561,True
CLR-07477,2024-11-07,2024-11-07,1,70.46,70.46,54,False
CLR-07478,2024-10-28,2024-10-28,1,81.9,81.9,64,False
CLR-07479,2022-03-14,2024-04-18,14,1766.71,126.19,257,True
CLR-07480,2022-09-24,2022-10-14,2,136.64,68.32,809,True
CLR-07481,2022-07-05,2023-11-06,5,914.68,182.94,421,True
CLR-07482,2022-05-14,2024-01-03,6,839.22,139.87,363,True
CLR-07483,2022-01-03,2024-10-30,14,1606.37,114.74,62,False
CLR-07484,2022-09-09,2022-09-09,1,27.9,27.9,844,True
CLR-07485,2023-12-27,2024-07-25,2,125.01,62.5,159,False
CLR-07486,2024-09-03,2024-10-25,2,109.17,54.58,67,False
CLR-07487,2024-03-28,2024-07-12,3,398.45,132.82,172,False
CLR-07488,2022-03-17,2022-04-05,2,114.36,57.18,1001,True
CLR-07489,2024-06-10,2024-09-08,2,128.62,64.31,114,False
CLR-07490,2024-09-06,2024-11-12,2,330.22,165.11,49,False
CLR-07491,2024-10-20,2024-12-06,2,99.11,49.56,25,False
CLR-07492,2022-01-07,2024-12-24,17,2111.24,124.19,7,False
CLR-07493,2023-08-07,2023-08-07,1,34.9,34.9,512,True
CLR-07494,2022-06-18,2024-10-13,8,483.52,60.44,79,False
CLR-07495,2022-03-08,2023-02-12,8,614.26,76.78,688,True
CLR-07496,2022-03-07,2024-01-31,5,446.15,89.23,335,True
CLR-07497,2023-04-10,2024-06-06,6,499.85,83.31,208,True
CLR-07498,2022-01-25,2024-11-20,28,3014.1,107.65,41,False
CLR-07499,2023-12-24,2024-12-25,14,2082.65,148.76,6,False
CLR-07500,2024-09-03,2024-09-26,2,300.8,150.4,96,False
CLR-07501,2023-01-09,2023-08-31,2,136.83,68.42,488,True
CLR-07502,2022-03-15,2024-04-09,16,1667.32,104.21,266,True
CLR-07503,2022-11-13,2024-11-01,2,194.18,97.09,60,False
CLR-07504,2024-04-26,2024-05-19,3,538.42,179.47,226,True
CLR-07505,2024-05-27,2024-10-13,3,258.59,86.2,79,False
CLR-07506,2022-08-15,2024-10-25,4,403.6,100.9,67,False
CLR-07507,2022-01-02,2024-10-02,26,2984.35,114.78,90,False
CLR-07508,2022-05-02,2024-10-28,17,1796.49,105.68,64,False
CLR-07509,2023-10-05,2024-10-23,3,227.52,75.84,69,False
CLR-07510,2022-03-31,2024-12-11,11,1550.95,141.0,20,False
CLR-07511,2024-12-15,2024-12-15,1,107.7,107.7,16,False
CLR-07512,2022-04-18,2024-12-17,17,1901.77,111.87,14,False
CLR-07513,2023-10-02,2024-11-04,15,1771.49,118.1,57,False
CLR-07514,2024-09-28,2024-09-28,1,135.92,135.92,94,False
CLR-07515,2024-09-11,2024-12-10,5,703.71,140.74,21,False
CLR-07516,2023-05-26,2023-05-26,1,86.9,86.9,585,True
CLR-07517,2024-08-02,2024-10-27,3,521.73,173.91,65,False
CLR-07518,2022-01-28,2024-05-08,3,413.22,137.74,237,True
CLR-07519,2022-04-11,2022-04-11,1,89.01,89.01,995,True
CLR-07520,2022-01-16,2024-12-02,24,2693.37,112.22,29,False
CLR-07521,2023-03-10,2024-11-03,8,834.53,104.32,58,False
CLR-07522,2023-04-23,2024-01-02,2,114.18,57.09,364,True
CLR-07523,2023-10-08,2024-11-09,7,1253.67,179.1,52,False
CLR-07524,2023-02-09,2024-12-14,5,665.48,133.1,17,False
CLR-07525,2022-01-03,2024-01-13,14,1833.97,131.0,353,True
CLR-07526,2022-03-08,2023-09-10,8,855.98,107.0,478,True
CLR-07527,2024-07-05,2024-10-26,2,439.7,219.85,66,False
CLR-07528,2022-05-19,2024-04-03,12,1349.09,112.42,272,True
CLR-07529,2024-02-09,2024-02-09,1,364.4,364.4,326,True
CLR-07530,2022-01-09,2024-12-13,16,1940.21,121.26,18,False
CLR-07531,2023-06-26,2024-11-29,9,837.23,93.03,32,False
CLR-07532,2022-05-15,2024-08-01,10,932.37,93.24,152,False
CLR-07533,2022-07-31,2024-02-22,6,613.29,102.21,313,True
CLR-07534,2023-10-15,2024-12-17,7,1144.18,163.45,14,False
CLR-07535,2022-08-07,2023-02-09,5,527.23,105.45,691,True
CLR-07536,2023-04-05,2023-05-12,3,216.83,72.28,599,True
CLR-07537,2022-01-30,2024-05-31,11,1735.61,157.78,214,True
CLR-07538,2022-06-05,2024-10-11,10,927.16,92.72,81,False
CLR-07539,2023-11-12,2024-11-16,3,185.36,61.79,45,False
CLR-07540,2022-06-15,2024-11-12,4,541.78,135.44,49,False
CLR-07541,2024-10-16,2024-10-16,1,163.04,163.04,76,False
CLR-07542,2022-01-25,2024-12-31,21,2618.64,124.7,0,False
CLR-07543,2024-03-09,2024-12-02,6,784.47,130.74,29,False
CLR-07544,2022-02-13,2024-11-08,12,1071.4,89.28,53,False
CLR-07545,2022-06-02,2024-11-06,14,2028.18,144.87,55,False
CLR-07546,2022-06-14,2024-05-18,9,1059.7,117.74,227,True
CLR-07547,2023-05-28,2024-06-12,5,477.86,95.57,202,True
CLR-07548,2022-01-06,2024-09-15,15,1518.34,101.22,107,False
CLR-07549,2024-09-23,2024-09-23,1,149.22,149.22,99,False
CLR-07550,2022-10-05,2024-08-05,10,855.71,85.57,148,False
CLR-07551,2024-12-13,2024-12-13,1,61.9,61.9,18,False
CLR-07552,2022-05-19,2024-09-11,9,1060.79,117.87,111,False
CLR-07553,2023-08-05,2023-09-13,2,91.23,45.62,475,True
CLR-07554,2024-11-13,2024-11-13,1,61.11,61.11,48,False
CLR-07555,2022-05-20,2024-09-23,8,848.92,106.12,99,False
CLR-07556,2022-03-28,2024-12-09,8,631.21,78.9,22,False
CLR-07557,2023-06-23,2024-12-23,3,253.35,84.45,8,False
CLR-07558,2022-04-26,2024-11-30,22,2300.19,104.55,31,False
CLR-07559,2024-01-09,2024-10-12,4,405.28,101.32,80,False
CLR-07560,2022-09-18,2024-10-06,14,1456.86,104.06,86,False
CLR-07561,2022-01-14,2024-08-04,21,3135.42,149.31,149,False
CLR-07562,2022-05-28,2022-05-28,1,149.7,149.7,948,True
CLR-07563,2023-01-12,2024-09-28,11,1199.52,109.05,94,False
CLR-07564,2022-03-16,2023-09-21,9,822.64,91.4,467,True
CLR-07565,2022-07-29,2024-05-26,5,436.97,87.39,219,True
CLR-07566,2022-11-29,2022-11-29,1,60.83,60.83,763,True
CLR-07567,2024-01-14,2024-08-25,2,174.42,87.21,128,False
CLR-07568,2022-03-31,2024-12-05,12,1421.57,118.46,26,False
CLR-07569,2024-07-05,2024-12-30,8,1335.14,166.89,1,False
CLR-07570,2022-01-17,2022-08-15,3,212.16,70.72,869,True
CLR-07571,2022-01-25,2024-11-25,14,1957.85,139.85,36,False
CLR-07572,2022-04-11,2024-11-12,10,1275.26,127.53,49,False
CLR-07573,2023-07-08,2023-07-08,1,122.32,122.32,542,True
CLR-07575,2024-10-11,2024-12-03,3,992.92,330.97,28,False
CLR-07576,2022-02-15,2024-02-29,9,848.08,94.23,306,True
CLR-07577,2023-11-15,2024-03-04,2,265.32,132.66,302,True
CLR-07578,2022-12-12,2024-11-05,4,388.97,97.24,56,False
CLR-07579,2022-06-17,2024-02-21,4,254.25,63.56,314,True
CLR-07580,2022-10-26,2024-07-19,8,521.33,65.17,165,False
CLR-07581,2022-07-19,2024-05-11,7,717.22,102.46,234,True
CLR-07582,2022-09-22,2024-12-07,25,2982.28,119.29,24,False
CLR-07583,2022-11-25,2024-11-29,6,373.63,62.27,32,False
CLR-07584,2022-04-13,2024-12-15,16,1429.83,89.36,16,False
CLR-07585,2022-04-15,2024-03-22,5,693.83,138.77,284,True
CLR-07586,2023-09-04,2024-05-07,4,666.71,166.68,238,True
CLR-07587,2022-03-11,2024-08-04,13,1135.13,87.32,149,False
CLR-07588,2024-07-11,2024-07-11,1,84.64,84.64,173,False
CLR-07589,2022-01-18,2023-05-11,2,143.04,71.52,600,True
CLR-07590,2022-06-10,2024-11-16,7,537.06,76.72,45,False
CLR-07591,2022-01-06,2023-01-06,4,392.58,98.15,725,True
CLR-07592,2024-09-29,2024-09-30,2,219.98,109.99,92,False
CLR-07593,2022-01-01,2024-10-15,21,2468.75,117.56,77,False
CLR-07594,2022-07-19,2024-10-17,9,1358.42,150.94,75,False
CLR-07595,2023-12-30,2024-12-29,5,1167.2,233.44,2,False
CLR-07596,2023-10-04,2024-12-04,5,535.2,107.04,27,False
